eval_mode,model_key,model_id,dataset_name,num_train_samples,num_test_samples,training_time_sec,final_train_loss,total_params_M,trainable_params_M,trainable_percentage,rouge1,rouge2,rougeL,bleu,meteor,bertscore_precision,bertscore_recall,bertscore_f1,diversity_score_per_sample_avg,diversity_score_global,compliance_avg,ripple_recall_avg,ripple_precision_avg,ripple_f1_avg,avg_inference_time_sec,total_inference_time_sec,note
fine_tune,mistral-7b-v0.3,mistralai/Mistral-7B-Instruct-v0.3,ArchAI-ADR,76,19,0.0,,3800.31,0.0,0.0,0.1997804588982423,0.034999562487593,0.1093355642685065,0.0236731971211088,0.1984403125959845,0.8128518807260614,0.8498851845138952,0.8303064045153166,0.3772846442042735,0.7840376083601533,54.21052631578947,0.3085091991341991,0.0982037543424927,0.1203776778776778,70.72497364094383,1343.7744991779327,Re-evaluated from saved model
zero_shot,mistral-7b-v0.3,mistralai/Mistral-7B-Instruct-v0.3,ArchAI-ADR,76,19,0.0,,3800.31,41.94,1.1,0.2022536331248961,0.0416393934566665,0.1169878529890624,0.0180282102066873,0.1886753398227859,0.8127049176316512,0.8441030257626584,0.8272336344969901,0.2804034373216462,0.7463886254510251,66.94736842105263,0.4172749993062493,0.1515869071911061,0.1482138905719027,87.55464724490517,1663.5382976531982,
few_shot,olmo-2-1b,allenai/OLMo-2-0425-1B-Instruct,ArchAI-ADR,76,19,0.0,,960.1,12.06,1.26,0.1998245381403461,0.0681445985268613,0.1307957130536682,0.0415486924415074,0.2069264763761441,0.8099339416152552,0.8442164000711943,0.8260350666548076,0.359576272859908,0.7178712360228863,56.21052631578947,0.3399725274725275,0.1021810179414668,0.1369457593112046,31.004344099446342,589.0825378894806,
fine_tune,olmo-2-1b,allenai/OLMo-2-0425-1B-Instruct,ArchAI-ADR,76,19,0.0,,960.1,0.0,0.0,0.181050305254462,0.0389831525218503,0.1065233482581685,0.0226461641059252,0.1715485640020696,0.7668459980111373,0.7972803555036846,0.781110101624539,0.4515285508282351,0.7864308998653153,46.63157894736842,0.3625791742979242,0.1547752594627594,0.1858261856781593,21.061454333757094,400.1676323413849,Re-evaluated from saved model
zero_shot,olmo-2-1b,allenai/OLMo-2-0425-1B-Instruct,ArchAI-ADR,76,19,0.0,,960.1,12.06,1.26,0.1803368507914308,0.0290464867533525,0.1024903047175615,0.0173228037124439,0.1767289061728338,0.8092586994171143,0.8425168551896748,0.8247812076618797,0.29794505133963467,0.7423301249502869,60.473684210526315,0.3667000534188034,0.0915356628073065,0.1161682331858962,23.089734453904,438.704954624176,
few_shot,olmo-2-7b,allenai/OLMo-2-1124-7B-Instruct,ArchAI-ADR,76,19,0.0,,4100.59,39.98,0.97,0.2285421849421805,0.0705668275114181,0.1402914479060395,0.0491952760035258,0.2105266651693877,0.8194874776037115,0.8528855223404733,0.8349580702028776,0.2517257102748804,0.7349595809944749,73.63157894736842,0.4035721223221223,0.1832062677452482,0.1857751623376623,141.21925397923118,2683.1658256053925,
fine_tune,olmo-2-7b,allenai/OLMo-2-1124-7B-Instruct,ArchAI-ADR,76,19,0.0,,4100.59,0.0,0.0,0.1946829840714992,0.0342162741926702,0.1103658307189204,0.0161487931722837,0.1780636636833814,0.8156556424341703,0.8457747635088468,0.8296584518332231,0.3551692471169588,0.770329159170968,57.36842105263158,0.3352602258852258,0.1610353244425825,0.1730669171845642,63.466631199184214,1205.8659927845,Re-evaluated from saved model
zero_shot,olmo-2-7b,allenai/OLMo-2-1124-7B-Instruct,ArchAI-ADR,76,19,0.0,,4100.59,39.98,0.97,0.187205674175254,0.0297445032048537,0.1036875774600806,0.0093538414272523,0.1838177254455242,0.804744795749062,0.8345679860366019,0.8186291299368206,0.2742418040309035,0.7320868437456196,62.36842105263158,0.3589890144577644,0.120927069594349,0.1304151075916734,69.43619026635822,1319.2876150608065,
few_shot,phi-3-mini,microsoft/Phi-3-mini-4k-instruct,ArchAI-ADR,76,19,0.0,,2034.31,25.17,1.24,0.2194359869032787,0.0677921232335196,0.1395400870472856,0.051495035888851,0.1978122751105343,0.8167433393628973,0.8476492103777433,0.8310460009072956,0.5542901351786497,0.7497583473746648,72.10526315789474,0.3901792651792651,0.1139192085326953,0.1464219108133581,160.28624933644346,3045.4387373924255,
fine_tune,phi-3-mini,microsoft/Phi-3-mini-4k-instruct,ArchAI-ADR,76,19,0.0,,2034.31,0.0,0.0,0.1927403672358387,0.0402033187435436,0.1161574408002735,0.0235368899522718,0.1941930866717158,0.8127619624137878,0.8454215808918601,0.8280633876198217,0.5154691294097064,0.768195295132776,47.78947368421053,0.354944101037851,0.1305645743145743,0.1369552327509951,47.6778851935738,905.8798186779022,Re-evaluated from saved model
zero_shot,phi-3-mini,microsoft/Phi-3-mini-4k-instruct,ArchAI-ADR,76,19,0.0,,2034.31,25.17,1.24,0.1733903480868085,0.0286182093527288,0.1038553733486725,0.0126519293923251,0.1710050514255527,0.801168651957261,0.8372887498454044,0.8179703699915033,0.4988795500575451,0.7050996529478767,66.42105263157895,0.2972184065934066,0.0839555372164067,0.0937528959835241,56.79440036572908,1079.0936069488523,
few_shot,qwen2.5-1.5b,Qwen/Qwen2.5-1.5B-Instruct,ArchAI-ADR,76,19,0.0,,907.08,18.46,2.04,0.1717740344378067,0.0220137296960213,0.0922451658218306,0.0161792675536136,0.1690041863899017,0.8070145217995894,0.8427136697267231,0.8238991059755024,0.438934680662657,0.7951747371959862,52.05263157894737,0.2920472756410256,0.0844503586691086,0.1062442350677644,60.61384665338617,1151.6630864143372,
fine_tune,qwen2.5-1.5b,Qwen/Qwen2.5-1.5B-Instruct,ArchAI-ADR,76,19,0.0,,907.08,0.0,0.0,0.1794368026320979,0.0294071353771776,0.0971639329166163,0.0173418826753146,0.181701099166552,0.8020020001812985,0.8466793675171701,0.823066234588623,0.4273365950375273,0.7597716453912339,46.0,0.2806780025530025,0.0913057398254766,0.1063985352118218,38.075817948893494,723.4405410289764,Re-evaluated from saved model
zero_shot,qwen2.5-1.5b,Qwen/Qwen2.5-1.5B-Instruct,ArchAI-ADR,76,19,0.0,,907.08,18.46,2.04,0.1657626066801613,0.0199635530269631,0.0894007373442981,0.012114352813634,0.1727331013368963,0.8090346267348841,0.8406154356504741,0.8239521886173048,0.364610258947339,0.744919733031137,56.31578947368421,0.2702552655677656,0.1263969792462439,0.1364495174780158,44.30759491418537,841.8443033695221,
few_shot,qwen2.5-3b,Qwen/Qwen2.5-3B-Instruct,ArchAI-ADR,76,19,0.0,,1728.61,29.93,1.73,0.2027305527167743,0.0627448702579783,0.1342011614775823,0.0428953761651083,0.2208634841657909,0.8004201399652582,0.84779334382007,0.8217477453382391,0.2962833350164848,0.7148480573167235,67.3157894736842,0.4430517399267399,0.1197310655031243,0.1389681322738226,109.10260338532298,2072.9494643211365,
fine_tune,qwen2.5-3b,Qwen/Qwen2.5-3B-Instruct,ArchAI-ADR,76,19,0.0,,1728.61,0.0,0.0,0.1937597670382227,0.0355436680043005,0.1063791829300311,0.0159187173214727,0.1957891093500009,0.807376387872194,0.8438416719436646,0.8245182382433038,0.4287599819271188,0.78895600277459,56.05263157894737,0.3038528311965812,0.1286057692307692,0.1213485637169847,49.68372370067396,943.9907503128052,Re-evaluated from saved model
zero_shot,qwen2.5-3b,Qwen/Qwen2.5-3B-Instruct,ArchAI-ADR,76,19,0.0,,1728.61,29.93,1.73,0.1836393133634292,0.0303547204691055,0.1036761872202821,0.0125899964699288,0.1843037918627676,0.8057772611316881,0.8415962865478114,0.8227348515861913,0.2830511519783421,0.7313234281310704,71.73684210526316,0.3427999084249084,0.0891152459007318,0.1114383549651406,61.060549786216335,1160.1504459381104,
few_shot,smollm2-1.7b,HuggingFaceTB/SmolLM2-1.7B-Instruct,ArchAI-ADR,76,19,0.0,,924.16,18.09,1.96,0.2164391447450092,0.0813028077883457,0.1476802160453795,0.0504433187874797,0.2139858702212393,0.8149386330654746,0.8430349418991491,0.8277389313045301,0.6420202999326744,0.8284901356088805,65.6842105263158,0.2834821428571428,0.1317336309523809,0.1480623543123543,50.3348435853657,956.3620281219482,
fine_tune,smollm2-1.7b,HuggingFaceTB/SmolLM2-1.7B-Instruct,ArchAI-ADR,76,19,0.0,,924.16,0.0,0.0,0.1849457434597032,0.0374235286475866,0.109860636646173,0.0223420564217685,0.1967572692030142,0.8101861602381656,0.8459776953647011,0.8269886656811363,0.436600851385217,0.7777867864001599,50.8421052631579,0.3268849206349206,0.116806049342814,0.1494975245342892,31.775261577806976,603.7299699783325,Re-evaluated from saved model
zero_shot,smollm2-1.7b,HuggingFaceTB/SmolLM2-1.7B-Instruct,ArchAI-ADR,76,19,0.0,,924.16,18.09,1.96,0.1654257608870895,0.0330083558749973,0.0984919258390077,0.0209058663064719,0.167683937498331,0.7992400119179174,0.8335659943128887,0.8152389181287665,0.5414039065179073,0.8114881943561193,51.05263157894737,0.3190438034188034,0.0919146825396825,0.1136994949494949,32.239171266555786,612.5442540645599,
